index,rank,title,gross,theaters,total_gross,year,distributor,gender,woc,director_name,,,
1220,21,Knives Out,"$115,711,579 ","3,461","$165,363,234 ",2019,Lionsgate,Male,,,,,
1238,39,A Madea Family Funeral,"$73,257,045 ","2,442","$73,257,045 ",2019,Lionsgate,Male,,,,,
1240,41,Angel Has Fallen,"$69,030,436 ","3,336","$69,030,436 ",2019,Lionsgate,Male,,,,,
1241,42,Scary Stories to Tell in the Dark,"$68,947,075 ","3,135","$68,947,075 ",2019,Lionsgate,Male,,,,,
1249,50,Midway,"$56,279,164 ","3,242","$56,846,802 ",2019,Lionsgate,Male,,,,,
1259,60,Five Feet Apart,"$45,729,221 ","2,866","$45,729,221 ",2019,Lionsgate,Male,,,,,
1261,62,Rambo: Last Blood,"$44,819,352 ","3,618","$44,819,352 ",2019,Lionsgate,Male,,,,,
1276,77,Cold Pursuit,"$32,138,862 ","2,630","$32,138,862 ",2019,Lionsgate,Male,,,,,
1279,80,Long Shot,"$30,316,271 ","3,230","$30,316,271 ",2019,Lionsgate,Male,,,,,
85,86,Mr. Brooks,"$28,549,298 ","2,453","$28,549,298 ",2007,Other,Male,,,,,
366,67,Hot Tub Time Machine,"$50,287,556 ","2,771","$50,287,556 ",2010,Other,Male,,,,,
1127,28,Creed II,"$112,448,520 ","3,752","$115,715,889 ",2018,Other,Male,,,,,
1184,85,Death Wish,"$34,017,028 ","2,882","$34,017,028 ",2018,Other,Male,,,,,
1293,94,Fighting with My Family,"$22,958,886 ","2,855","$22,958,886 ",2019,Other,Male,,,,,
58,59,No Country for Old Men,"$41,615,476 ","2,037","$74,283,625 ",2007,Paramount Pictures,Male,,,,,
87,88,The Queen,"$28,243,685 ","1,850","$56,441,711 ",2007,Paramount Pictures,Male,,,,,
189,90,No Country for Old Men,"$32,712,541 ","2,037","$74,283,625 ",2008,Paramount Pictures,Male,,,,,
1297,98,Parasite,"$22,633,689 ","2,001","$53,369,749 ",2019,Other,Male,,,,,
13,14,Rush Hour 3,"$140,121,341 ","3,778","$140,125,968 ",2007,Other,Male,,,,,
22,23,Hairspray,"$118,868,940 ","3,121","$118,871,849 ",2007,Other,Male,,,,,
40,41,The Golden Compass,"$59,861,000 ","3,528","$70,107,728 ",2007,Other,Male,,,,,
63,64,Fracture,"$39,012,844 ","2,443","$39,015,018 ",2007,Other,Male,,,,,
72,73,The Number 23,"$35,189,000 ","2,759","$35,193,167 ",2007,Other,Male,,,,,
92,93,Mr. Woodcock,"$25,798,627 ","2,237","$25,799,486 ",2007,Other,Male,,,,,
186,87,Semi-Pro,"$33,540,654 ","3,121","$33,479,698 ",2008,Other,Male,,,,,
563,64,The Grey,"$51,580,236 ","3,208","$51,580,236 ",2012,Other,Male,,,,,
584,85,End of Watch,"$40,766,734 ","2,780","$41,003,371 ",2012,Other,Male,,,,,
680,81,A Haunted House,"$40,041,683 ","2,160","$40,041,683 ",2013,Other,Male,,,,,
690,91,Side Effects,"$32,172,757 ","2,605","$32,172,757 ",2013,Other,Male,,,,,
748,49,The Nut Job,"$64,251,541 ","3,472","$64,251,541 ",2014,Other,Male,,,,,
789,90,Nightcrawler,"$31,825,147 ","2,766","$32,381,217 ",2014,Other,Male,,,,,
790,91,Chef,"$31,424,003 ","1,298","$31,424,003 ",2014,Other,Male,,,,,1
893,94,Spotlight,"$25,923,879 ","1,227","$45,055,776 ",2015,Other,Male,,,,,
984,85,Mother's Day,"$32,492,859 ","3,291","$32,492,859 ",2016,Other,Male,,,,,
1088,89,The Nut Job 2: Nutty by Nature,"$28,370,522 ","4,003","$28,370,522 ",2017,Other,Male,,,,,
172,73,Righteous Kill,"$40,081,410 ","3,152","$40,081,410 ",2008,Other,Male,,,,,
245,46,Law Abiding Citizen,"$72,764,227 ","2,890","$73,357,727 ",2009,Other,Male,,,,,
292,93,The Men Who Stare at Goats,"$31,976,937 ","2,453","$32,428,195 ",2009,Other,Male,,,,,
381,82,The Crazies,"$39,123,589 ","2,479","$39,123,589 ",2010,Other,Male,,,,,
1079,80,How to Be a Latin Lover,"$32,149,404 ","1,203","$32,149,404 ",2017,Other,Male,,,,,
1158,59,Overboard,"$50,316,123 ","2,006","$50,316,123 ",2018,Other,Male,,,,,
32,33,Beowulf,"$81,128,658 ","3,249","$82,280,579 ",2007,Paramount Pictures,Male,,,,,
52,53,Shooter,"$47,003,582 ","2,806","$47,003,582 ",2007,Paramount Pictures,Male,,,,,
65,66,Stardust,"$38,634,938 ","2,565","$38,634,938 ",2007,Paramount Pictures,Male,,,,,
69,70,Freedom Writers,"$36,605,602 ","2,286","$36,605,602 ",2007,Paramount Pictures,Male,,,,,
76,77,Zodiac,"$33,080,084 ","2,379","$33,080,084 ",2007,Paramount Pictures,Male,,,,,
82,83,Charlotte's Web,"$30,067,167 ","3,745","$82,985,708 ",2007,Paramount Pictures,Male,,,,,
101,2,Iron Man,"$318,313,199 ","4,154","$318,604,126 ",2008,Paramount Pictures,Male,,,,,
102,3,Indiana Jones and the Kingdom of the Crystal Skull,"$317,101,119 ","4,264","$317,101,119 ",2008,Paramount Pictures,Male,,,,,
134,35,Cloverfield,"$80,048,433 ","3,411","$80,048,433 ",2008,Paramount Pictures,Male,,,,,
139,40,The Spiderwick Chronicles,"$71,195,053 ","3,847","$71,195,053 ",2008,Paramount Pictures,Male,,,,,
154,55,The Curious Case of Benjamin Button,"$52,666,148 ","2,988","$127,509,326 ",2008,Paramount Pictures,Male,,,,,
188,89,Drillbit Taylor,"$32,862,104 ","3,061","$32,862,104 ",2008,Paramount Pictures,Male,,,,,
191,92,The Love Guru,"$32,235,793 ","3,012","$32,235,793 ",2008,Paramount Pictures,Male,,,,,
206,7,Star Trek,"$257,730,019 ","4,053","$257,730,019 ",2009,Paramount Pictures,Male,,,,,
215,16,G.I. Joe: The Rise of Cobra,"$150,201,498 ","4,007","$150,201,498 ",2009,Paramount Pictures,Male,,,,,
229,30,Paranormal Activity,"$107,792,845 ","2,712","$107,918,810 ",2009,Paramount Pictures,Male,,,,,
243,44,The Curious Case of Benjamin Button,"$74,843,178 ","2,988","$127,509,326 ",2009,Paramount Pictures,Male,,,,,
285,86,Up in the Air,"$33,655,213 ","2,218","$83,823,381 ",2009,Paramount Pictures,Male,,,,,
303,4,Iron Man 2,"$312,433,331 ","4,390","$312,433,331 ",2010,Paramount Pictures,Male,,,,,
315,16,The Last Airbender,"$131,772,187 ","3,203","$131,772,187 ",2010,Paramount Pictures,Male,,,,,
316,17,Shutter Island,"$128,012,934 ","3,356","$128,012,934 ",2010,Paramount Pictures,Male,,,,,
320,21,Jackass 3D,"$117,052,883 ","3,139","$117,229,692 ",2010,Paramount Pictures,Male,,,,,
335,36,Paranormal Activity 2,"$84,612,342 ","3,239","$84,752,907 ",2010,Paramount Pictures,Male,,,,,
345,46,True Grit,"$70,420,123 ","3,464","$171,243,005 ",2010,Paramount Pictures,Male,,,,,
367,68,Up in the Air,"$50,168,168 ","2,218","$83,823,381 ",2010,Paramount Pictures,Male,,,,,
382,83,The Fighter,"$39,041,794 ","2,534","$93,617,009 ",2010,Paramount Pictures,Male,,,,,
394,95,She's Out of My League,"$32,010,860 ","2,958","$32,010,860 ",2010,Paramount Pictures,Male,,,,,
398,99,Morning Glory,"$30,727,814 ","2,544","$31,011,732 ",2010,Paramount Pictures,Male,,,,,
407,8,Thor,"$181,030,624 ","3,963","$181,030,624 ",2011,Paramount Pictures,Male,,,,,
409,10,Captain America: The First Avenger,"$176,654,505 ","3,715","$176,654,505 ",2011,Paramount Pictures,Male,,,,,
417,18,Super 8,"$127,004,179 ","3,424","$127,004,179 ",2011,Paramount Pictures,Male,,,,,
419,20,Rango,"$123,477,607 ","3,923","$123,477,607 ",2011,Paramount Pictures,Male,,,,,
420,21,Mission: Impossible - Ghost Protocol,"$122,347,325 ","3,555","$209,397,903 ",2011,Paramount Pictures,Male,,,,,
425,26,Paranormal Activity 3,"$103,971,383 ","3,329","$104,028,807 ",2011,Paramount Pictures,Male,,,,,
427,28,True Grit,"$100,822,882 ","3,464","$171,243,005 ",2011,Paramount Pictures,Male,,,,,
444,45,Justin Bieber: Never Say Never,"$73,013,910 ","3,118","$73,013,910 ",2011,Paramount Pictures,Male,,,,,
447,48,No Strings Attached,"$70,662,220 ","3,050","$70,662,220 ",2011,Paramount Pictures,Male,,,,,
460,61,The Fighter,"$54,575,215 ","2,534","$93,617,009 ",2011,Paramount Pictures,Male,,,,,
465,66,Footloose 2011 Re-release,"$51,614,979 ","3,555","$51,802,742 ",2011,Paramount Pictures,Male,,,,,
467,68,Hugo,"$48,623,365 ","2,608","$73,864,507 ",2011,Paramount Pictures,Male,,,,,
473,74,The Adventures of Tintin,"$43,852,027 ","3,087","$77,591,831 ",2011,Paramount Pictures,Male,,,,,
526,27,Flight,"$91,978,551 ","2,638","$93,772,375 ",2012,Paramount Pictures,Male,,,,,
529,30,Mission: Impossible - Ghost Protocol,"$87,050,578 ","3,555","$209,397,903 ",2012,Paramount Pictures,Male,,,,,
550,51,The Dictator,"$59,650,222 ","3,014","$59,650,222 ",2012,Paramount Pictures,Male,,,,,
552,53,Titanic 2012 3D Release,"$57,884,114 ","3,674","$57,884,114 ",2012,Paramount Pictures,Male,,,,,
558,59,Paranormal Activity 4,"$53,886,994 ","3,412","$53,885,000 ",2012,Paramount Pictures,Male,,,,,
559,60,The Devil Inside,"$53,261,944 ","2,551","$53,261,944 ",2012,Paramount Pictures,Male,,,,,
569,70,Jack Reacher,"$47,550,642 ","3,352","$80,070,736 ",2012,Paramount Pictures,Male,,,,,
598,99,The Adventures of Tintin,"$33,739,804 ","3,087","$77,591,831 ",2012,Paramount Pictures,Male,,,,,
609,10,Star Trek Into Darkness,"$228,778,661 ","3,907","$228,778,661 ",2013,Paramount Pictures,Male,,,,,
611,12,World War Z,"$202,359,711 ","3,607","$202,359,711 ",2013,Paramount Pictures,Male,,,,,
621,22,G.I. Joe: Retaliation,"$122,523,060 ","3,734","$122,523,060 ",2013,Paramount Pictures,Male,,,,,
631,32,Bad Grandpa,"$101,337,759 ","3,345","$102,003,019 ",2013,Paramount Pictures,Male,,,,,
637,38,Anchorman 2: The Legend Continues,"$90,579,768 ","3,507","$125,168,368 ",2013,Paramount Pictures,Male,,,,,
662,63,Hansel & Gretel: Witch Hunters,"$55,703,475 ","3,375","$55,703,475 ",2013,Paramount Pictures,Male,,,,,
668,69,Pain & Gain,"$49,875,291 ","3,303","$49,875,291 ",2013,Paramount Pictures,Male,,,,,
679,80,The Wolf of Wall Street,"$41,448,935 ","2,557","$116,900,694 ",2013,Paramount Pictures,Male,,,,,
688,89,Jack Reacher,"$32,520,094 ","3,352","$80,070,736 ",2013,Paramount Pictures,Male,,,,,
704,5,Transformers: Age of Extinction,"$245,439,076 ","4,233","$245,439,076 ",2014,Paramount Pictures,Male,,,,,
712,13,Teenage Mutant Ninja Turtles,"$191,204,754 ","3,980","$191,204,754 ",2014,Paramount Pictures,Male,,,,,
714,15,Interstellar,"$179,387,895 ","3,561","$188,020,017 ",2014,Paramount Pictures,Male,,,,,
728,29,Noah,"$101,200,044 ","3,571","$101,200,044 ",2014,Paramount Pictures,Male,,,,,
741,42,The Wolf of Wall Street,"$75,451,759 ","2,557","$116,900,694 ",2014,Paramount Pictures,Male,,,,,
743,44,Hercules,"$72,688,614 ","3,595","$72,688,614 ",2014,Paramount Pictures,Male,,,,,
765,66,Jack Ryan: Shadow Recruit,"$50,577,412 ","3,387","$50,577,412 ",2014,Paramount Pictures,Male,,,,,1
786,87,Anchorman 2: The Legend Continues,"$34,588,600 ","3,507","$125,168,368 ",2014,Paramount Pictures,Male,,,,,
788,89,Paranormal Activity: The Marked Ones,"$32,462,372 ","2,883","$32,462,372 ",2014,Paramount Pictures,Male,,,,,
811,12,Mission: Impossible - Rogue Nation,"$195,042,377 ","3,988","$195,042,377 ",2015,Paramount Pictures,Male,,,,,
817,18,The SpongeBob Movie: Sponge Out of Water,"$162,994,032 ","3,680","$162,994,032 ",2015,Paramount Pictures,Male,,,,,
830,31,Terminator Genisys,"$89,760,956 ","3,783","$89,760,956 ",2015,Paramount Pictures,Male,,,,,
845,46,Daddy's Home,"$64,684,278 ","3,483","$150,357,137 ",2015,Paramount Pictures,Male,,,,,
896,97,The Big Short,"$23,995,178 ","2,529","$70,259,870 ",2015,Paramount Pictures,Male,,,,,
915,16,Star Trek Beyond,"$158,848,340 ","3,928","$158,848,340 ",2016,Paramount Pictures,Male,,,,,
930,31,Arrival,"$91,676,099 ","3,115","$100,546,139 ",2016,Paramount Pictures,Male,,,,,
935,36,Daddy's Home,"$85,672,859 ","3,483","$150,357,137 ",2016,Paramount Pictures,Male,,,,,
936,37,Teenage Mutant Ninja Turtles: Out of the Shadows,"$82,051,601 ","4,071","$82,051,601 ",2016,Paramount Pictures,Male,,,,,
943,44,10 Cloverfield Lane,"$72,082,998 ","3,427","$72,082,998 ",2016,Paramount Pictures,Male,,,,,
954,55,Jack Reacher: Never Go Back,"$58,546,937 ","3,780","$58,697,076 ",2016,Paramount Pictures,Male,,,,,
961,62,13 Hours,"$52,853,219 ","2,917","$52,853,219 ",2016,Paramount Pictures,Male,,,,,
962,63,Office Christmas Party,"$49,815,176 ","3,210","$54,767,494 ",2016,Paramount Pictures,Male,,,,,
967,68,The Big Short,"$46,264,692 ","2,529","$70,259,870 ",2016,Paramount Pictures,Male,,,,,
973,74,Allied,"$39,541,921 ","3,160","$40,098,064 ",2016,Paramount Pictures,Male,,,,,
991,92,Zoolander 2,"$28,848,693 ","3,418","$28,848,693 ",2016,Paramount Pictures,Male,,,,,
994,95,Florence Foster Jenkins,"$27,383,770 ","1,528","$27,383,770 ",2016,Paramount Pictures,Male,,,,,
998,99,Ben-Hur,"$26,410,477 ","3,084","$26,410,477 ",2016,Paramount Pictures,Male,,,,,
999,100,Fences,"$26,330,971 ","2,368","$57,682,904 ",2016,Paramount Pictures,Male,,,,,
1023,24,Transformers: The Last Knight,"$130,168,683 ","4,132","$130,168,683 ",2017,Paramount Pictures,Male,,,,,
1032,33,Daddy's Home 2,"$101,791,381 ","3,575","$104,029,443 ",2017,Paramount Pictures,Male,,,,,
1047,48,Baywatch,"$58,060,186 ","3,647","$58,060,186 ",2017,Paramount Pictures,Male,,,,,
1062,63,xXx: Return of Xander Cage,"$44,898,413 ","3,651","$44,898,413 ",2017,Paramount Pictures,Male,,,,,
1067,68,Ghost in the Shell,"$40,563,557 ","3,440","$40,563,557 ",2017,Paramount Pictures,Male,,,,,
1077,78,Monster Trucks,"$33,370,166 ","3,119","$33,370,166 ",2017,Paramount Pictures,Male,,,,,
1081,82,Fences,"$31,351,933 ","2,368","$57,682,904 ",2017,Paramount Pictures,Male,,,,,
1089,90,Rings,"$27,793,018 ","2,931","$27,793,018 ",2017,Paramount Pictures,Male,,,,,
1107,8,Mission: Impossible - Fallout,"$220,159,104 ","4,395","$220,159,104 ",2018,Paramount Pictures,Male,,,,,
1114,15,A Quiet Place,"$188,024,361 ","3,808","$188,024,361 ",2018,Paramount Pictures,Male,,,,,
1140,41,Bumblebee,"$71,426,119 ","3,597","$127,195,589 ",2018,Paramount Pictures,Male,,,,,
1143,44,Book Club,"$68,566,296 ","3,169","$68,566,296 ",2018,Paramount Pictures,Male,,,,,
1147,48,Instant Family,"$64,845,006 ","3,426","$67,363,237 ",2018,Paramount Pictures,Male,,,,,
1171,72,Sherlock Gnomes,"$43,242,871 ","3,662","$43,242,871 ",2018,Paramount Pictures,Male,,,,,
1186,87,Annihilation,"$32,732,301 ","2,112","$32,732,301 ",2018,Paramount Pictures,Male,,,,,
1189,90,Nobody's Fool,"$31,713,110 ","2,468","$31,713,110 ",2018,Paramount Pictures,Male,,,,,
1231,32,Rocketman,"$96,368,160 ","3,610","$96,368,160 ",2019,Paramount Pictures,Male,,,,,
1244,45,Terminator: Dark Fate,"$62,253,077 ","4,086","$62,253,077 ",2019,Paramount Pictures,Male,,,,,
1246,47,Dora and the Lost City of Gold,"$60,477,943 ","3,735","$60,477,943 ",2019,Paramount Pictures,Male,,,,,
1250,51,Bumblebee,"$55,769,470 ","3,597","$127,195,589 ",2019,Paramount Pictures,Male,,,,,
1252,53,Pet Sematary,"$54,724,696 ","3,585","$54,724,696 ",2019,Paramount Pictures,Male,,,,,
1253,54,What Men Want,"$54,611,903 ","2,912","$54,611,903 ",2019,Paramount Pictures,Male,,,,,
1257,58,Gemini Man,"$48,546,770 ","3,642","$48,546,770 ",2019,Paramount Pictures,Male,,,,,
1260,61,Wonder Park,"$45,216,793 ","3,838","$45,216,793 ",2019,Paramount Pictures,Male,,,,,
1262,63,Playing with Fire,"$44,151,387 ","3,185","$44,451,847 ",2019,Paramount Pictures,Male,,,,,
1270,71,Crawl,"$39,014,193 ","3,170","$39,014,193 ",2019,Paramount Pictures,Male,,,,,
173,74,There Will Be Blood,"$39,858,999 ","1,620","$40,222,514 ",2008,Paramount Pictures,Male,,,,,
298,99,Defiance,"$28,619,576 ","1,793","$28,644,813 ",2009,Paramount Pictures,Male,,,,,
66,67,Pan's Labyrinth,"$37,065,974 ","1,143","$37,634,615 ",2007,Other,Male,,,,,
437,38,Immortals,"$82,603,008 ","3,120","$83,504,017 ",2011,Other,Male,,,,,
440,41,Limitless,"$79,249,455 ","2,838","$79,249,455 ",2011,Other,Male,,,,,
537,38,Act of Valor,"$70,012,847 ","3,053","$70,012,847 ",2012,Other,Male,,,,,
543,44,Mirror Mirror,"$64,935,167 ","3,618","$64,935,167 ",2012,Other,Male,,,,,
648,49,Safe Haven,"$71,349,120 ","3,223","$71,349,120 ",2013,Other,Male,,,,,
663,64,Free Birds,"$54,542,536 ","3,736","$55,750,480 ",2013,Other,Male,,,,,
683,84,The Family,"$36,912,954 ","3,091","$36,918,811 ",2013,Other,Male,,,,,
782,83,Earth to Echo,"$38,934,842 ","3,230","$38,934,842 ",2014,Other,Male,,,,,
792,93,3 Days to Kill,"$30,697,999 ","2,872","$30,697,999 ",2014,Other,Male,,,,,
797,98,Oculus,"$27,695,246 ","2,648","$27,695,246 ",2014,Other,Male,,,,,
799,100,The Best of Me,"$26,703,582 ","2,936","$26,766,213 ",2014,Other,Male,,,,,
890,91,The Woman in Black 2: Angel of Death,"$26,501,323 ","2,602","$26,501,323 ",2015,Other,Male,,,,,1
894,95,The Lazarus Effect,"$25,801,570 ","2,666","$25,801,570 ",2015,Other,Male,,,,,
48,49,Are We Done Yet?,"$49,662,533 ","2,944","$49,662,533 ",2007,Other,Male,,,,,
995,96,Manchester by the Sea,"$27,055,039 ","1,213","$47,695,371 ",2016,Lionsgate,Male,,,,,
1136,37,I Can Only Imagine,"$83,482,352 ","2,894","$83,482,352 ",2018,Lionsgate,Male,,,,,
1291,92,Judy,"$24,017,545 ","1,627","$24,313,888 ",2019,Lionsgate,Male,,,,,
599,100,2016: Obama's America,"$33,448,794 ","2,017","$33,449,086 ",2012,Other,Male,,,,,
77,78,Balls of Fury,"$32,887,212 ","3,081","$32,886,940 ",2007,Other,Male,,,,,
155,56,The Strangers,"$52,597,610 ","2,477","$52,597,610 ",2008,Other,Male,,,,,
39,40,Stomp the Yard,"$61,356,221 ","2,169","$61,356,221 ",2007,Sony Pictures,Male,,,,,
46,47,Resident Evil: Extinction,"$50,648,679 ","2,848","$50,648,679 ",2007,Sony Pictures,Male,,,,,
49,50,This Christmas,"$48,840,289 ","1,921","$49,121,934 ",2007,Sony Pictures,Male,,,,,
71,72,The Messengers,"$35,374,833 ","2,529","$35,374,833 ",2007,Sony Pictures,Male,,,,,
165,66,Prom Night,"$43,869,350 ","2,821","$43,869,350 ",2008,Sony Pictures,Male,,,,,
174,75,Lakeview Terrace,"$39,263,506 ","2,574","$39,263,506 ",2008,Sony Pictures,Male,,,,,
179,80,First Sunday,"$37,931,869 ","2,213","$37,931,869 ",2008,Sony Pictures,Male,,,,,
192,93,Quarantine,"$31,691,811 ","2,463","$31,691,811 ",2008,Sony Pictures,Male,,,,,
249,50,Obsessed,"$68,261,644 ","2,634","$68,261,644 ",2009,Sony Pictures,Male,,,,,
267,68,Underworld: Rise of the Lycans,"$45,802,315 ","2,942","$45,802,315 ",2009,Sony Pictures,Male,,,,,
297,98,The Stepfather,"$29,062,561 ","2,734","$29,062,561 ",2009,Sony Pictures,Male,,,,,
339,40,Dear John,"$80,014,842 ","3,062","$80,014,842 ",2010,Sony Pictures,Male,,,,,
353,54,Resident Evil: Afterlife,"$60,128,566 ","3,209","$60,128,566 ",2010,Sony Pictures,Male,,,,,
358,59,Easy A,"$58,401,464 ","2,974","$58,401,464 ",2010,Sony Pictures,Male,,,,,
359,60,Takers,"$57,744,720 ","2,206","$57,744,720 ",2010,Sony Pictures,Male,,,,,
376,77,Death at a Funeral,"$42,739,347 ","2,459","$42,739,347 ",2010,Sony Pictures,Male,,,,,
380,81,Legion,"$40,168,080 ","2,476","$40,168,080 ",2010,Sony Pictures,Male,,,,,
386,87,Burlesque,"$37,403,047 ","3,037","$39,440,655 ",2010,Sony Pictures,Male,,,,,
457,58,Friends with Benefits,"$55,802,754 ","2,926","$55,802,754 ",2011,Sony Pictures,Male,,,,,
486,87,The Roommate,"$37,300,000 ","2,534","$37,300,000 ",2011,Sony Pictures,Male,,,,,
521,22,The Vow,"$125,014,030 ","3,038","$125,014,030 ",2012,Sony Pictures,Male,,,,,
527,28,Think Like a Man,"$91,547,205 ","2,052","$91,547,205 ",2012,Sony Pictures,Male,,,,,
548,49,Underworld Awakening,"$62,321,039 ","3,078","$62,321,039 ",2012,Sony Pictures,Male,,,,,
580,81,Resident Evil: Retribution,"$42,345,531 ","3,016","$42,345,531 ",2012,Sony Pictures,Male,,,,,
693,94,The Mortal Instruments: City of Bones,"$31,165,421 ","3,118","$31,165,421 ",2013,Sony Pictures,Male,,,,,
747,48,Think Like a Man Too,"$65,182,182 ","2,225","$65,182,182 ",2014,Sony Pictures,Male,,,,,
761,62,No Good Deed,"$52,651,326 ","2,175","$52,543,632 ",2014,Sony Pictures,Male,,,,,
769,70,About Last Night,"$48,637,684 ","2,253","$48,637,684 ",2014,Sony Pictures,Male,,,,,
793,94,Deliver Us from Evil,"$30,577,122 ","3,049","$30,577,122 ",2014,Sony Pictures,Male,,,,,
846,47,The Wedding Ringer,"$64,460,211 ","3,003","$64,460,211 ",2015,Sony Pictures,Male,,,,,
850,51,The Perfect Guy,"$57,027,435 ","2,230","$57,027,435 ",2015,Sony Pictures,Male,,,,,
932,33,Don't Breathe,"$89,217,875 ","3,384","$89,217,875 ",2016,Sony Pictures,Male,,,,,
990,91,When the Bough Breaks,"$29,747,603 ","2,246","$29,747,603 ",2016,Sony Pictures,Male,,,,,
1092,93,Resident Evil: The Final Chapter,"$26,830,068 ","3,104","$26,830,068 ",2017,Sony Pictures,Male,,,,,
1194,95,Slender Man,"$30,569,484 ","2,358","$30,569,484 ",2018,Sony Pictures,Male,,,,,
1272,73,The Intruder,"$35,419,122 ","2,231","$35,419,122 ",2019,Sony Pictures,Male,,,,,
456,57,Midnight in Paris,"$56,369,174 ","1,038","$56,817,045 ",2011,Sony Pictures,Male,,,,,
687,88,Blue Jasmine,"$33,021,046 ","1,283","$33,405,481 ",2013,Sony Pictures,Male,,,,,
0,1,Spider-Man 3,"$336,530,303 ","4,324","$336,530,303 ",2007,Sony Pictures,Male,,,,,
20,21,Superbad,"$121,463,226 ","3,069","$121,463,226 ",2007,Sony Pictures,Male,,,,,
25,26,Ghost Rider,"$115,802,987 ","3,620","$115,802,596 ",2007,Sony Pictures,Male,,,,,
37,38,The Pursuit of Happyness,"$65,154,789 ","3,169","$163,566,459 ",2007,Sony Pictures,Male,,,,,
41,42,Surf's Up,"$58,867,694 ","3,531","$58,867,694 ",2007,Sony Pictures,Male,,,,,
50,51,Premonition,"$47,852,604 ","2,831","$47,852,604 ",2007,Sony Pictures,Male,,,,,
60,61,30 Days of Night,"$39,569,000 ","2,859","$39,569,000 ",2007,Sony Pictures,Male,,,,,
84,85,We Own the Night,"$28,563,179 ","2,402","$28,563,179 ",2007,Sony Pictures,Male,,,,,
103,4,Hancock,"$227,946,274 ","3,965","$227,946,274 ",2008,Sony Pictures,Male,,,,,
108,9,Quantum of Solace,"$165,258,802 ","3,501","$168,368,427 ",2008,Sony Pictures,Male,,,,,
123,24,Step Brothers,"$100,468,793 ","3,182","$100,468,793 ",2008,Sony Pictures,Male,,,,,1
124,25,You Don't Mess with the Zohan,"$100,018,837 ","3,466","$100,018,837 ",2008,Sony Pictures,Male,,,,,
129,30,Pineapple Express,"$87,341,380 ","3,072","$87,341,380 ",2008,Sony Pictures,Male,,,,,
131,32,21,"$81,159,365 ","2,952","$81,159,365 ",2008,Sony Pictures,Male,,,,,
138,39,Vantage Point,"$72,266,306 ","3,163","$72,266,306 ",2008,Sony Pictures,Male,,,,,
157,58,The House Bunny,"$48,237,389 ","2,763","$48,237,389 ",2008,Sony Pictures,Male,,,,,
159,60,Made of Honor,"$46,012,734 ","2,816","$46,012,734 ",2008,Sony Pictures,Male,,,,,
160,61,Seven Pounds,"$45,938,985 ","2,758","$69,951,824 ",2008,Sony Pictures,Male,,,,,
194,95,Nick and Norah's Infinite Playlist,"$31,487,293 ","2,421","$31,487,293 ",2008,Sony Pictures,Male,,,,,
213,14,2012,"$162,349,001 ","3,444","$166,112,167 ",2009,Sony Pictures,Male,,,,,
216,17,Paul Blart: Mall Cop,"$146,336,178 ","3,206","$146,336,178 ",2009,Sony Pictures,Male,,,,,
220,21,Angels & Demons,"$133,375,846 ","3,527","$133,375,846 ",2009,Sony Pictures,Male,,,,,
222,23,Cloudy with a Chance of Meatballs,"$123,910,697 ","3,119","$124,870,275 ",2009,Sony Pictures,Male,,,,,
236,37,The Ugly Truth,"$88,915,214 ","2,975","$88,915,214 ",2009,Sony Pictures,Male,,,,,
241,42,Zombieland,"$75,590,286 ","3,171","$75,590,286 ",2009,Sony Pictures,Male,,,,,
246,47,This Is It,"$72,091,016 ","3,481","$72,091,016 ",2009,Sony Pictures,Male,,,,,1
252,53,The Taking of Pelham 123,"$65,452,312 ","3,077","$65,452,312 ",2009,Sony Pictures,Male,,,,,
269,70,Year One,"$43,337,279 ","3,024","$43,337,279 ",2009,Sony Pictures,Male,,,,,
277,78,Planet 51,"$39,410,558 ","3,035","$42,194,060 ",2009,Sony Pictures,Male,,,,,
283,84,The Pink Panther 2,"$35,922,978 ","3,245","$35,922,978 ",2009,Sony Pictures,Male,,,,,
310,11,The Karate Kid,"$176,591,618 ","3,740","$176,591,618 ",2010,Sony Pictures,Male,,,,,
312,13,Grown Ups,"$162,001,186 ","3,534","$162,001,186 ",2010,Sony Pictures,Male,,,,,
317,18,The Other Guys,"$119,219,978 ","3,651","$119,219,978 ",2010,Sony Pictures,Male,,,,,
318,19,Salt,"$118,311,368 ","3,612","$118,311,368 ",2010,Sony Pictures,Male,,,,,
330,31,The Social Network,"$92,876,282 ","2,921","$96,962,694 ",2010,Sony Pictures,Male,,,,,
337,38,Eat Pray Love,"$80,574,010 ","3,108","$80,574,010 ",2010,Sony Pictures,Male,,,,,
346,47,The Bounty Hunter,"$67,061,228 ","3,118","$67,061,228 ",2010,Sony Pictures,Male,,,,,
368,69,The Tourist,"$49,966,965 ","2,756","$67,631,157 ",2010,Sony Pictures,Male,,,,,
416,17,The Smurfs,"$142,614,158 ","3,427","$142,614,158 ",2011,Sony Pictures,Male,,,,,
426,27,Just Go with It,"$103,028,109 ","3,548","$103,028,109 ",2011,Sony Pictures,Male,,,,,
428,29,Bad Teacher,"$100,292,856 ","3,049","$100,292,856 ",2011,Sony Pictures,Male,,,,,
431,32,The Green Hornet,"$98,780,042 ","3,584","$98,780,042 ",2011,Sony Pictures,Male,,,,,
